"ObjectID","PropertyID","PropertyValue","SourceID","TimeStamp"
"johnstown (town), new york","Population2000","7166","5512121: CapitalBot","null"
"johnstown (city), new york","Population2000","8511","5512121: CapitalBot","null"
"mayfield (village), new york","Population2000","800","5512121: CapitalBot","null"
"alexander (village), new york","Population2000","481","5512121: CapitalBot","null"
"batavia (town), new york","Population2000","5915","5512121: CapitalBot","null"
"batavia (city), new york","Population2006","16256","3784107: Truthanado","null"
"batavia (city), new york","Population2006","16256","5512121: CapitalBot","null"
"bergen (village), new york","Population2000","1240","5512121: CapitalBot","null"
"elba (village), new york","Population2000","696","5512121: CapitalBot","null"
"le roy (village), new york","Population2000","4462","5512121: CapitalBot","null"
"oakfield (village), new york","Population2000","1805","5512121: CapitalBot","null"
"athens (village), new york","Population2000","1695","5512121: CapitalBot","null"
"cairo (cdp), new york","Population2000","1390","5512121: CapitalBot","null"
"catskill (village), new york","Population2000","4392","5512121: CapitalBot","null"
"coxsackie (village), new york","Population2000","2895","5512121: CapitalBot","null"
"hunter (village), new york","Population2000","490","5512121: CapitalBot","null"
"windham (cdp), new york","Population2000","359","5512121: CapitalBot","null"
"windham, new york","Population2000","1660","5512121: CapitalBot","null"
"frankfort (village), new york","Population2000","2537","5512121: CapitalBot","null"
"herkimer (village), new york","Population2000","7498","5512121: CapitalBot","null"
"little falls (town), new york","Population2000","1544","5512121: CapitalBot","null"
"little falls (city), new york","Population2000","5188","5512121: CapitalBot","null"
"newport (village), new york","Population2000","640","5512121: CapitalBot","null"
"adams (village), new york","Population2000","1624","5512121: CapitalBot","null"
"antwerp (village), new york","Population2000","716","5512121: CapitalBot","null"
"brownville (village), new york","Population2000","1022","5512121: CapitalBot","null"
"cape vincent (village), new york","Population2000","760","5512121: CapitalBot","null"
"clayton (village), new york","Population2000","1821","5512121: CapitalBot","null"
"ellisburg (village), new york","Population2000","269","5512121: CapitalBot","null"
"philadelphia (village), new york","Population2000","1519","5512121: CapitalBot","null"
"theresa (village), new york","Population2000","812","5512121: CapitalBot","null"
"watertown (town), new york","Population2000","4482","5512121: CapitalBot","null"
"watertown (city), new york","Population2000","26705","741918: Weatherman1126","null"
"watertown (city), new york","Population2000","26705","5512121: CapitalBot","null"
"watertown (city), new york","Population2000","986744","0 (24.58.205.25)","null"
"croghan (village), new york","Population2000","665","5512121: CapitalBot","null"
"lowville (village), new york","Population2000","3476","5512121: CapitalBot","null"
"turin (village), new york","Population2000","263","5512121: CapitalBot","null"
"avon (village), new york","Population2000","2977","5512121: CapitalBot","null"
"caledonia (village), new york","Population2000","2327","5512121: CapitalBot","null"
"leicester (village), new york","Population2000","469","5512121: CapitalBot","null"
"lima (village), new york","Population2000","2459","5512121: CapitalBot","null"
"livonia (village), new york","Population2000","1373","5512121: CapitalBot","null"
"mount morris (village), new york","Population2000","3266","5512121: CapitalBot","null"
"nunda (village), new york","Population2000","1330","5512121: CapitalBot","null"
"cazenovia (village), new york","Population2000","2614","5512121: CapitalBot","null"
"deruyter (village), new york","Population2000","531","5512121: CapitalBot","null"
"hamilton (village), new york","Population2000","3509","5512121: CapitalBot","null"
"madison (village), new york","Population2000","315","5512121: CapitalBot","null"
"pittsford (town), new york","Population2000","27219","3784107: Truthanado","null"
"amsterdam (town), new york","Population2000","5820","5512121: CapitalBot","null"
"amsterdam (city), new york","Population2000","18355","5512121: CapitalBot","null"
"canajoharie (village), new york","Population2000","2257","5512121: CapitalBot","null"
"st. johnsville (village), new york","Population2000","1685","5512121: CapitalBot","null"
"hempstead (village), new york","Population2005","52829","2155165: Swimm12984","null"
"hempstead (village), new york","Population2005","52829","5478189: Detroiterbot","null"
"hempstead (town), new york","Population2000","755924","1072588: Americasroof","null"
"oyster bay, new york","Population2000","293925","1072588: Americasroof","null"
"lockport (town), new york","Population2000","19653","5512121: CapitalBot","null"
"lockport (city), new york","Population2000","22279","5512121: CapitalBot","null"
"newfane (cdp), new york","Population2000","3129","5512121: CapitalBot","null"
"boonville (village), new york","Population2000","2138","5512121: CapitalBot","null"
"bridgewater (village), new york","Population2000","579","5512121: CapitalBot","null"
"camden (village), new york","Population2000","2330","5512121: CapitalBot","null"
"new hartford (village), new york","Population2000","1886","5512121: CapitalBot","null"
"remsen (village), new york","Population2000","531","5512121: CapitalBot","null"
"vernon (village), new york","Population2000","1155","5512121: CapitalBot","null"
"canandaigua (town), new york","Population2000","7649","5512121: CapitalBot","null"
"canandaigua (town), new york","Population2000","7649549558","0 (74.67.176.215)","null"
"canandaigua (town), new york","Population2000","7649","82432: Discospinster","null"
"canandaigua (city), new york","Population2000","11264","5512121: CapitalBot","null"
"geneva (town), new york","Population2000","3289","5512121: CapitalBot","null"
"manchester (village), new york","Population2000","1475","5512121: CapitalBot","null"
"naples (village), new york","Population2000","1072","5512121: CapitalBot","null"
"phelps (village), new york","Population2000","1969","5512121: CapitalBot","null"
"victor (village), new york","Population2000","2433","5512121: CapitalBot","null"
"chester (village), new york","Population2000","3445","5512121: CapitalBot","null"
"monroe (village), new york","Population2000","7780","5512121: CapitalBot","null"
"montgomery (village), new york","Population2000","3636","5512121: CapitalBot","null"
"new windsor (cdp), new york","Population2000","9077","5512121: CapitalBot","null"
"new windsor, new york","Population2000","22866","5512121: CapitalBot","null"
"newburgh (town), new york","Population2000","27568","5512121: CapitalBot","null"
"newburgh (city), new york","Population2000","28259","163732: Daniel Case","null"
"newburgh (city), new york","Population2000","28235921","0 (64.72.67.162)","null"
"newburgh (city), new york","Population2000","28259","9475: Bogdangiusca","null"
"newburgh (city), new york","Population2000","28259","5512121: CapitalBot","null"
"warwick (village), new york","Population2000","6412","5512121: CapitalBot","null"
"constantia (cdp), new york","Population2000","1107","5512121: CapitalBot","null"
"hannibal (village), new york","Population2000","542","5512121: CapitalBot","null"
"mexico (village), new york","Population2000","1572","5512121: CapitalBot","null"
"minetto (cdp), new york","Population2000","1086","5512121: CapitalBot","null"
"oswego (town), new york","Population2000","7287","5512121: CapitalBot","null"
"parish (village), new york","Population2000","512","5512121: CapitalBot","null"
"sandy creek (village), new york","Population2000","789","5512121: CapitalBot","null"
"cherry valley (village), new york","Population2000","592","5512121: CapitalBot","null"
"laurens (village), new york","Population2000","277","5512121: CapitalBot","null"
"laurens (village), new york","Population2000","12","0 (69.205.201.10)","null"
"laurens (village), new york","Population2000","277","4928500: ClueBot","null"
"milford (village), new york","Population2000","511","5512121: CapitalBot","null"
"morris (village), new york","Population2000","591","5512121: CapitalBot","null"
"oneonta (town), new york","Population2000","4994","5512121: CapitalBot","null"
"otego (village), new york","Population2000","1052","5512121: CapitalBot","null"
"unadilla (village), new york","Population2000","1127","5512121: CapitalBot","null"
"east greenbush (cdp), new york","Population2000","4085","5512121: CapitalBot","null"
"nassau (village), new york","Population2000","1161","5512121: CapitalBot","null"
"poestenkill (cdp), new york","Population2000","1024","5512121: CapitalBot","null"
"schaghticoke (village), new york","Population2000","676","5512121: CapitalBot","null"
"haverstraw (village), new york","Population2000","10117","5512121: CapitalBot","null"
"stony point (cdp), new york","Population2000","11744","5512121: CapitalBot","null"
"stony point, new york","Population2000","14244","5512121: CapitalBot","null"
"corinth (village), new york","Population2000","2474","5512121: CapitalBot","null"
"galway (village), new york","Population2000","214","5512121: CapitalBot","null"
"stillwater (village), new york","Population2000","1644","5512121: CapitalBot","null"
"waterford (village), new york","Population2000","2204","5512121: CapitalBot","null"
"duanesburg (cdp), new york","Population2000","339","5512121: CapitalBot","null"
"duanesburg, new york","Population2000","5808","5512121: CapitalBot","null"
"niskayuna (cdp), new york","Population2000","4892","5512121: CapitalBot","null"
"niskayuna, new york","Population2000","20295","5512121: CapitalBot","null"
"rotterdam (cdp), new york","Population2000","20536","5512121: CapitalBot","null"
"cobleskill (village), new york","Population2000","4533","5512121: CapitalBot","null"
"esperance (village), new york","Population2000","380","5512121: CapitalBot","null"
"middleburgh (village), new york","Population2000","1398","5512121: CapitalBot","null"
"richmondville (village), new york","Population2000","786","5512121: CapitalBot","null"
"schoharie (village), new york","Population2000","1030","5512121: CapitalBot","null"
"lodi (village), new york","Population2000","338","5512121: CapitalBot","null"
"ovid (village), new york","Population2000","612","5512121: CapitalBot","null"
"seneca falls (village), new york","Population2000","6861","5512121: CapitalBot","null"
"waterloo (village), new york","Population2000","5111","5512121: CapitalBot","null"
"canton (village), new york","Population2000","5882","5512121: CapitalBot","null"
"edwards (village), new york","Population2000","465","5512121: CapitalBot","null"
"gouverneur (village), new york","Population2000","4263","5512121: CapitalBot","null"
"gouverneur (town), new york","Population2000","7418","93358: Mwanner","null"
"hammond (village), new york","Population2000","302","5512121: CapitalBot","null"
"hermon (village), new york","Population2000","402","5512121: CapitalBot","null"
"massena (village), new york","Population2000","11209","5512121: CapitalBot","null"
"morristown (village), new york","Population2000","456","5512121: CapitalBot","null"
"norfolk (cdp), new york","Population2000","1334","5512121: CapitalBot","null"
"potsdam (village), new york","Population2000","9425","5512121: CapitalBot","null"
"waddington (village), new york","Population2000","923","5512121: CapitalBot","null"
"addison (village), new york","Population2000","1797","5512121: CapitalBot","null"
"avoca (village), new york","Population2000","1008","5512121: CapitalBot","null"
"bath (village), new york","Population2000","5641","5512121: CapitalBot","null"
